x,y,elevation
-16,77,5.0
-16,78,7.5
-16,79,7.5
-16,80,7.5
-16,81,7.5
-16,82,7.5
-16,83,7.5
-16,84,7.5
-16,85,7.5
-16,86,7.5
-16,87,7.5
-16,88,7.5
-16,89,7.5
-16,90,7.5
-16,91,7.5
-16,92,7.5
-16,93,7.5
-16,94,7.5
-16,95,7.5
-16,96,7.5
-16,97,10.0
-16,98,10.0
-16,99,10.0
-16,100,10.0
-15,-20,5.0
-15,-19,5.0
-15,-18,5.0
-15,-17,5.0
-15,-16,5.0
-15,-15,5.0
-15,-14,5.0
-15,-13,5.0
-15,-12,5.0
-15,-11,5.0
-15,-10,5.0
-15,-9,5.0
-15,-8,5.0
-15,-7,5.0
-15,-6,5.0
-15,-5,5.0
-15,-4,5.0
-15,-3,5.0
-15,-2,5.0
-15,-1,5.0
-15,0,5.0
-15,1,5.0
-15,2,5.0
-15,3,5.0
-15,4,5.0
-15,5,5.0
-15,6,5.0
-15,7,5.0
-15,8,5.0
-15,9,5.0
-15,10,5.0
-15,11,5.0
-15,12,5.0
-15,13,5.0
-15,14,5.0
-15,15,5.0
-15,16,5.0
-15,17,5.0
-15,18,5.0
-15,19,5.0
-15,20,5.0
-15,21,5.0
-15,22,5.0
-15,23,5.0
-15,24,5.0
-15,25,5.0
-15,26,5.0
-15,27,5.0
-15,28,5.0
-15,29,5.0
-15,30,7.5
-15,31,7.5
-15,32,7.5
-15,33,7.5
-15,34,7.5
-15,35,7.5
-15,36,5.0
-15,37,5.0
-15,38,5.0
-15,39,5.0
-15,40,5.0
-15,41,5.0
-15,42,5.0
-15,43,5.0
-15,44,5.0
-15,45,5.0
-15,46,5.0
-15,47,5.0
-15,48,5.0
-15,49,5.0
-15,50,5.0
-15,51,5.0
-15,52,5.0
-15,53,5.0
-15,54,5.0
-15,55,5.0
-15,56,5.0
-15,57,5.0
-15,58,5.0
-15,59,5.0
-15,60,5.0
-15,61,5.0
-15,62,5.0
-15,63,5.0
-15,64,5.0
-15,65,5.0
-15,66,5.0
-15,67,5.0
-15,68,5.0
-15,69,5.0
-15,70,5.0
-15,71,5.0
-15,72,5.0
-15,73,5.0
-15,74,5.0
-15,75,5.0
-15,76,5.0
-15,77,7.5
-15,78,7.5
-15,79,7.5
-15,80,7.5
-15,81,7.5
-15,82,7.5
-15,83,7.5
-15,84,7.5
-15,85,7.5
-15,86,7.5
-15,87,7.5
-15,88,7.5
-15,89,7.5
-15,90,7.5
-15,91,7.5
-15,92,7.5
-15,93,7.5
-15,94,7.5
-15,95,7.5
-15,96,10.0
-15,97,10.0
-15,98,10.0
-15,99,10.0
-15,100,10.0
-14,-20,5.0
-14,-19,5.0
-14,-18,5.0
-14,-17,5.0
-14,-16,5.0
-14,-15,5.0
-14,-14,5.0
-14,-13,5.0
-14,-12,5.0
-14,-11,5.0
-14,-10,5.0
-14,-9,5.0
-14,-8,5.0
-14,-7,5.0
-14,-6,5.0
-14,-5,5.0
-14,-4,5.0
-14,-3,5.0
-14,-2,5.0
-14,-1,5.0
-14,0,5.0
-14,1,5.0
-14,2,5.0
-14,3,5.0
-14,4,5.0
-14,5,5.0
-14,6,5.0
-14,7,5.0
-14,8,5.0
-14,9,5.0
-14,10,5.0
-14,11,5.0
-14,12,5.0
-14,13,5.0
-14,14,5.0
-14,15,5.0
-14,16,5.0
-14,17,5.0
-14,18,5.0
-14,19,5.0
-14,20,5.0
-14,21,5.0
-14,22,5.0
-14,23,5.0
-14,24,5.0
-14,25,5.0
-14,26,5.0
-14,27,5.0
-14,28,5.0
-14,29,7.5
-14,30,7.5
-14,31,7.5
-14,32,7.5
-14,33,7.5
-14,34,7.5
-14,35,7.5
-14,36,7.5
-14,37,7.5
-14,38,7.5
-14,39,7.5
-14,40,7.5
-14,41,7.5
-14,42,5.0
-14,43,5.0
-14,44,5.0
-14,45,5.0
-14,46,5.0
-14,47,5.0
-14,48,5.0
-14,49,5.0
-14,50,5.0
-14,51,5.0
-14,52,5.0
-14,53,5.0
-14,54,5.0
-14,55,5.0
-14,56,5.0
-14,57,5.0
-14,58,5.0
-14,59,5.0
-14,60,5.0
-14,61,5.0
-14,62,5.0
-14,63,5.0
-14,64,5.0
-14,65,5.0
-14,66,5.0
-14,67,5.0
-14,68,5.0
-14,69,5.0
-14,70,5.0
-14,71,5.0
-14,72,5.0
-14,73,5.0
-14,74,5.0
-14,75,7.5
-14,76,7.5
-14,77,7.5
-14,78,7.5
-14,79,7.5
-14,80,7.5
-14,81,7.5
-14,82,7.5
-14,83,7.5
-14,84,7.5
-14,85,7.5
-14,86,7.5
-14,87,7.5
-14,88,7.5
-14,89,7.5
-14,90,7.5
-14,91,7.5
-14,92,7.5
-14,93,7.5
-14,94,7.5
-14,95,10.0
-14,96,10.0
-14,97,10.0
-14,98,10.0
-14,99,10.0
-14,100,10.0
-13,-20,5.0
-13,-19,5.0
-13,-18,5.0
-13,-17,5.0
-13,-16,5.0
-13,-15,5.0
-13,-14,5.0
-13,-13,5.0
-13,-12,5.0
-13,-11,5.0
-13,-10,5.0
-13,-9,5.0
-13,-8,5.0
-13,-7,5.0
-13,-6,5.0
-13,-5,5.0
-13,-4,5.0
-13,-3,5.0
-13,-2,5.0
-13,-1,5.0
-13,0,5.0
-13,1,5.0
-13,2,5.0
-13,3,5.0
-13,4,5.0
-13,5,5.0
-13,6,5.0
-13,7,5.0
-13,8,5.0
-13,9,5.0
-13,10,5.0
-13,11,5.0
-13,12,5.0
-13,13,5.0
-13,14,5.0
-13,15,5.0
-13,16,5.0
-13,17,5.0
-13,18,5.0
-13,19,5.0
-13,20,5.0
-13,21,5.0
-13,22,5.0
-13,23,5.0
-13,24,5.0
-13,25,5.0
-13,26,5.0
-13,27,5.0
-13,28,5.0
-13,29,7.5
-13,30,7.5
-13,31,7.5
-13,32,7.5
-13,33,7.5
-13,34,7.5
-13,35,7.5
-13,36,7.5
-13,37,7.5
-13,38,7.5
-13,39,7.5
-13,40,7.5
-13,41,7.5
-13,42,7.5
-13,43,5.0
-13,44,5.0
-13,45,5.0
-13,46,5.0
-13,47,5.0
-13,48,5.0
-13,49,5.0
-13,50,5.0
-13,51,5.0
-13,52,5.0
-13,53,5.0
-13,54,5.0
-13,55,5.0
-13,56,5.0
-13,57,5.0
-13,58,5.0
-13,59,5.0
-13,60,5.0
-13,61,5.0
-13,62,5.0
-13,63,5.0
-13,64,5.0
-13,65,5.0
-13,66,5.0
-13,67,5.0
-13,68,5.0
-13,69,5.0
-13,70,5.0
-13,71,5.0
-13,72,5.0
-13,73,7.5
-13,74,7.5
-13,75,7.5
-13,76,7.5
-13,77,7.5
-13,78,7.5
-13,79,7.5
-13,80,7.5
-13,81,7.5
-13,82,7.5
-13,83,7.5
-13,84,7.5
-13,85,7.5
-13,86,7.5
-13,87,7.5
-13,88,7.5
-13,89,7.5
-13,90,7.5
-13,91,7.5
-13,92,7.5
-13,93,7.5
-13,94,10.0
-13,95,10.0
-13,96,10.0
-13,97,10.0
-13,98,10.0
-13,99,10.0
-13,100,10.0
-12,-20,5.0
-12,-19,5.0
-12,-18,5.0
-12,-17,5.0
-12,-16,5.0
-12,-15,5.0
-12,-14,5.0
-12,-13,5.0
-12,-12,5.0
-12,-11,5.0
-12,-10,5.0
-12,-9,5.0
-12,-8,2.5
-12,-7,2.5
-12,-6,2.5
-12,-5,2.5
-12,-4,2.5
-12,-3,2.5
-12,-2,2.5
-12,-1,2.5
-12,0,5.0
-12,1,5.0
-12,2,5.0
-12,3,5.0
-12,4,5.0
-12,5,5.0
-12,6,5.0
-12,7,5.0
-12,8,5.0
-12,9,5.0
-12,10,5.0
-12,11,5.0
-12,12,5.0
-12,13,5.0
-12,14,5.0
-12,15,5.0
-12,16,5.0
-12,17,5.0
-12,18,5.0
-12,19,5.0
-12,20,5.0
-12,21,5.0
-12,22,5.0
-12,23,5.0
-12,24,5.0
-12,25,5.0
-12,26,5.0
-12,27,5.0
-12,28,5.0
-12,29,7.5
-12,30,7.5
-12,31,7.5
-12,32,7.5
-12,33,7.5
-12,34,7.5
-12,35,7.5
-12,36,7.5
-12,37,7.5
-12,38,7.5
-12,39,7.5
-12,40,7.5
-12,41,7.5
-12,42,7.5
-12,43,7.5
-12,44,5.0
-12,45,5.0
-12,46,5.0
-12,47,5.0
-12,48,5.0
-12,49,5.0
-12,50,5.0
-12,51,5.0
-12,52,5.0
-12,53,5.0
-12,54,5.0
-12,55,5.0
-12,56,5.0
-12,57,5.0
-12,58,5.0
-12,59,5.0
-12,60,5.0
-12,61,5.0
-12,62,5.0
-12,63,5.0
-12,64,5.0
-12,65,5.0
-12,66,5.0
-12,67,5.0
-12,68,5.0
-12,69,5.0
-12,70,5.0
-12,71,5.0
-12,72,7.5
-12,73,7.5
-12,74,7.5
-12,75,7.5
-12,76,7.5
-12,77,7.5
-12,78,7.5
-12,79,7.5
-12,80,7.5
-12,81,7.5
-12,82,7.5
-12,83,7.5
-12,84,7.5
-12,85,7.5
-12,86,7.5
-12,87,7.5
-12,88,7.5
-12,89,7.5
-12,90,7.5
-12,91,7.5
-12,92,7.5
-12,93,10.0
-12,94,10.0
-12,95,10.0
-12,96,10.0
-12,97,10.0
-12,98,10.0
-12,99,10.0
-12,100,10.0
-11,-20,5.0
-11,-19,5.0
-11,-18,5.0
-11,-17,5.0
-11,-16,5.0
-11,-15,5.0
-11,-14,5.0
-11,-13,5.0
-11,-12,5.0
-11,-11,2.5
-11,-10,2.5
-11,-9,2.5
-11,-8,2.5
-11,-7,2.5
-11,-6,2.5
-11,-5,2.5
-11,-4,2.5
-11,-3,2.5
-11,-2,2.5
-11,-1,2.5
-11,0,2.5
-11,1,5.0
-11,2,5.0
-11,3,5.0
-11,4,5.0
-11,5,5.0
-11,6,5.0
-11,7,5.0
-11,8,5.0
-11,9,5.0
-11,10,5.0
-11,11,5.0
-11,12,5.0
-11,13,5.0
-11,14,5.0
-11,15,5.0
-11,16,5.0
-11,17,5.0
-11,18,5.0
-11,19,5.0
-11,20,5.0
-11,21,5.0
-11,22,5.0
-11,23,5.0
-11,24,5.0
-11,25,5.0
-11,26,5.0
-11,27,5.0
-11,28,5.0
-11,29,5.0
-11,30,7.5
-11,31,7.5
-11,32,7.5
-11,33,7.5
-11,34,7.5
-11,35,7.5
-11,36,7.5
-11,37,7.5
-11,38,7.5
-11,39,7.5
-11,40,7.5
-11,41,7.5
-11,42,7.5
-11,43,5.0
-11,44,5.0
-11,45,5.0
-11,46,5.0
-11,47,5.0
-11,48,5.0
-11,49,5.0
-11,50,5.0
-11,51,5.0
-11,52,5.0
-11,53,5.0
-11,54,5.0
-11,55,5.0
-11,56,5.0
-11,57,5.0
-11,58,5.0
-11,59,5.0
-11,60,5.0
-11,61,5.0
-11,62,5.0
-11,63,5.0
-11,64,5.0
-11,65,5.0
-11,66,5.0
-11,67,5.0
-11,68,5.0
-11,69,5.0
-11,70,5.0
-11,71,7.5
-11,72,7.5
-11,73,7.5
-11,74,7.5
-11,75,7.5
-11,76,7.5
-11,77,7.5
-11,78,7.5
-11,79,7.5
-11,80,7.5
-11,81,7.5
-11,82,7.5
-11,83,7.5
-11,84,7.5
-11,85,7.5
-11,86,7.5
-11,87,7.5
-11,88,7.5
-11,89,7.5
-11,90,7.5
-11,91,7.5
-11,92,10.0
-11,93,10.0
-11,94,10.0
-11,95,10.0
-11,96,10.0
-11,97,10.0
-11,98,10.0
-11,99,10.0
-11,100,10.0
-10,-20,5.0
-10,-19,5.0
-10,-18,5.0
-10,-17,5.0
-10,-16,5.0
-10,-15,5.0
-10,-14,5.0
-10,-13,5.0
-10,-12,2.5
-10,-11,2.5
-10,-10,2.5
-10,-9,2.5
-10,-8,2.5
-10,-7,2.5
-10,-6,2.5
-10,-5,2.5
-10,-4,2.5
-10,-3,2.5
-10,-2,2.5
-10,-1,2.5
-10,0,2.5
-10,1,2.5
-10,2,2.5
-10,3,2.5
-10,4,5.0
-10,5,5.0
-10,6,5.0
-10,7,5.0
-10,8,5.0
-10,9,5.0
-10,10,5.0
-10,11,5.0
-10,12,5.0
-10,13,5.0
-10,14,5.0
-10,15,5.0
-10,16,5.0
-10,17,5.0
-10,18,5.0
-10,19,5.0
-10,20,5.0
-10,21,5.0
-10,22,5.0
-10,23,5.0
-10,24,5.0
-10,25,5.0
-10,26,5.0
-10,27,5.0
-10,28,5.0
-10,29,5.0
-10,30,7.5
-10,31,7.5
-10,32,7.5
-10,33,7.5
-10,34,7.5
-10,35,7.5
-10,36,5.0
-10,37,5.0
-10,38,5.0
-10,39,5.0
-10,40,5.0
-10,41,5.0
-10,42,5.0
-10,43,5.0
-10,44,5.0
-10,45,5.0
-10,46,5.0
-10,47,5.0
-10,48,5.0
-10,49,5.0
-10,50,5.0
-10,51,5.0
-10,52,5.0
-10,53,5.0
-10,54,5.0
-10,55,5.0
-10,56,5.0
-10,57,5.0
-10,58,5.0
-10,59,5.0
-10,60,5.0
-10,61,5.0
-10,62,5.0
-10,63,5.0
-10,64,5.0
-10,65,5.0
-10,66,5.0
-10,67,5.0
-10,68,5.0
-10,69,5.0
-10,70,7.5
-10,71,7.5
-10,72,7.5
-10,73,7.5
-10,74,7.5
-10,75,7.5
-10,76,7.5
-10,77,7.5
-10,78,7.5
-10,79,7.5
-10,80,7.5
-10,81,7.5
-10,82,7.5
-10,83,7.5
-10,84,7.5
-10,85,7.5
-10,86,7.5
-10,87,7.5
-10,88,7.5
-10,89,7.5
-10,90,7.5
-10,91,7.5
-10,92,10.0
-10,93,10.0
-10,94,10.0
-10,95,10.0
-10,96,10.0
-10,97,10.0
-10,98,10.0
-10,99,10.0
-10,100,10.0
-9,-20,5.0
-9,-19,5.0
-9,-18,5.0
-9,-17,5.0
-9,-16,5.0
-9,-15,5.0
-9,-14,5.0
-9,-13,2.5
-9,-12,2.5
-9,-11,2.5
-9,-10,2.5
-9,-9,2.5
-9,-8,2.5
-9,-7,2.5
-9,-6,2.5
-9,-5,2.5
-9,-4,2.5
-9,-3,2.5
-9,-2,2.5
-9,-1,2.5
-9,0,2.5
-9,1,2.5
-9,2,2.5
-9,3,2.5
-9,4,2.5
-9,5,2.5
-9,6,5.0
-9,7,5.0
-9,8,5.0
-9,9,5.0
-9,10,5.0
-9,11,5.0
-9,12,5.0
-9,13,5.0
-9,14,5.0
-9,15,5.0
-9,16,5.0
-9,17,5.0
-9,18,5.0
-9,19,5.0
-9,20,5.0
-9,21,5.0
-9,22,5.0
-9,23,5.0
-9,24,5.0
-9,25,5.0
-9,26,5.0
-9,27,5.0
-9,28,5.0
-9,29,5.0
-9,30,5.0
-9,31,5.0
-9,32,5.0
-9,33,5.0
-9,34,5.0
-9,35,5.0
-9,36,5.0
-9,37,5.0
-9,38,5.0
-9,39,5.0
-9,40,5.0
-9,41,5.0
-9,42,5.0
-9,43,5.0
-9,44,5.0
-9,45,5.0
-9,46,5.0
-9,47,5.0
-9,48,5.0
-9,49,5.0
-9,50,5.0
-9,51,5.0
-9,52,5.0
-9,53,5.0
-9,54,5.0
-9,55,5.0
-9,56,5.0
-9,57,5.0
-9,58,5.0
-9,59,5.0
-9,60,5.0
-9,61,5.0
-9,62,5.0
-9,63,5.0
-9,64,5.0
-9,65,5.0
-9,66,5.0
-9,67,5.0
-9,68,5.0
-9,69,5.0
-9,70,7.5
-9,71,7.5
-9,72,7.5
-9,73,7.5
-9,74,7.5
-9,75,7.5
-9,76,7.5
-9,77,7.5
-9,78,7.5
-9,79,7.5
-9,80,7.5
-9,81,7.5
-9,82,7.5
-9,83,7.5
-9,84,7.5
-9,85,7.5
-9,86,7.5
-9,87,7.5
-9,88,7.5
-9,89,7.5
-9,90,7.5
-9,91,7.5
-9,92,10.0
-9,93,10.0
-9,94,10.0
-9,95,10.0
-9,96,10.0
-9,97,10.0
-9,98,10.0
-9,99,10.0
-9,100,10.0
-8,-20,5.0
-8,-19,5.0
-8,-18,5.0
-8,-17,5.0
-8,-16,5.0
-8,-15,2.5
-8,-14,2.5
-8,-13,2.5
-8,-12,2.5
-8,-11,2.5
-8,-10,2.5
-8,-9,2.5
-8,-8,2.5
-8,-7,2.5
-8,-6,2.5
-8,-5,2.5
-8,-4,2.5
-8,-3,2.5
-8,-2,2.5
-8,-1,2.5
-8,0,2.5
-8,1,2.5
-8,2,2.5
-8,3,2.5
-8,4,2.5
-8,5,2.5
-8,6,2.5
-8,7,2.5
-8,8,5.0
-8,9,5.0
-8,10,5.0
-8,11,5.0
-8,12,5.0
-8,13,5.0
-8,14,5.0
-8,15,5.0
-8,16,5.0
-8,17,5.0
-8,18,5.0
-8,19,5.0
-8,20,5.0
-8,21,5.0
-8,22,5.0
-8,23,5.0
-8,24,5.0
-8,25,5.0
-8,26,5.0
-8,27,5.0
-8,28,5.0
-8,29,5.0
-8,30,5.0
-8,31,5.0
-8,32,5.0
-8,33,5.0
-8,34,5.0
-8,35,5.0
-8,36,5.0
-8,37,5.0
-8,38,5.0
-8,39,5.0
-8,40,5.0
-8,41,5.0
-8,42,5.0
-8,43,5.0
-8,44,5.0
-8,45,5.0
-8,46,5.0
-8,47,5.0
-8,48,5.0
-8,49,5.0
-8,50,5.0
-8,51,5.0
