6/6/2015,0
6/7/2015,0
6/8/2015,0
6/9/2015,0
6/10/2015,0
6/11/2015,0
6/12/2015,0
6/13/2015,0
6/14/2015,0
6/15/2015,0
6/16/2015,0
6/17/2015,0
6/18/2015,7
6/19/2015,0
6/20/2015,0
6/21/2015,0
6/22/2015,0
6/23/2015,1.4
6/24/2015,13.4
6/25/2015,4
6/26/2015,0
6/27/2015,0
6/28/2015,0
6/29/2015,0
6/30/2015,0
7/1/2015,0
7/2/2015,0
7/3/2015,0
7/4/2015,0
7/5/2015,0
7/6/2015,0
7/7/2015,0.2
7/8/2015,0
7/9/2015,1
7/10/2015,1.2
7/11/2015,2.4
7/12/2015,4
7/13/2015,0
7/14/2015,0
7/15/2015,0
7/16/2015,0
7/17/2015,0
7/18/2015,0
7/19/2015,0
7/20/2015,0.6
7/21/2015,0
7/22/2015,0
7/23/2015,8.4
7/24/2015,4
7/25/2015,4.2
7/26/2015,0
7/27/2015,0
7/28/2015,0
7/29/2015,0
7/30/2015,0
7/31/2015,0
8/1/2015,0
8/2/2015,0
8/3/2015,0
8/4/2015,0
8/5/2015,0
8/6/2015,3.2
8/7/2015,14.6
8/8/2015,24.4
8/9/2015,1.8
8/10/2015,0
8/11/2015,0
8/12/2015,0
8/13/2015,0
8/14/2015,0
8/15/2015,0
8/16/2015,0
8/17/2015,0
8/18/2015,0
8/19/2015,0
8/20/2015,0
8/21/2015,0
8/22/2015,0
8/23/2015,0
8/24/2015,0
8/25/2015,0
8/26/2015,0
8/27/2015,2.8
8/28/2015,10.4
8/29/2015,33.4
8/30/2015,26
8/31/2015,6
9/1/2015,15.8
9/2/2015,0.8
9/3/2015,2.4
9/4/2015,0
9/5/2015,1.6
9/6/2015,0
9/7/2015,29.6
9/8/2015,13
9/9/2015,1.4
9/10/2015,0
9/11/2015,0
9/12/2015,0
9/13/2015,0
9/14/2015,0
9/15/2015,2
9/16/2015,4
9/17/2015,2.8
9/18/2015,46.4
9/19/2015,86.8
9/20/2015,1.4
9/21/2015,4.2
9/22/2015,39.8
9/23/2015,29.8
9/24/2015,11.8
9/25/2015,1.6
9/26/2015,0
9/27/2015,0
9/28/2015,0
9/29/2015,0
9/30/2015,0
10/1/2015,0
10/2/2015,0
10/3/2015,0
10/4/2015,0
10/5/2015,0
10/6/2015,4
10/7/2015,15.6
10/8/2015,9.2
10/9/2015,26.4
10/10/2015,27
10/11/2015,37.6
10/12/2015,0.8
10/13/2015,0.6
10/14/2015,0
10/15/2015,0
10/16/2015,14.2
10/17/2015,6.4
10/18/2015,23.4
10/19/2015,0.6
10/20/2015,10.2
10/21/2015,4
10/22/2015,9.8
10/23/2015,0
10/24/2015,5.8
10/25/2015,4
10/26/2015,0
10/27/2015,6.8
10/28/2015,39
10/29/2015,40.6
10/30/2015,35.4
10/31/2015,21.2
11/1/2015,1.2
11/2/2015,0
11/3/2015,0
11/4/2015,3.4
11/5/2015,6
11/6/2015,44.2
11/7/2015,2.2
11/8/2015,1.6
11/9/2015,0
11/10/2015,20.5
11/11/2015,18.8
11/12/2015,59
11/13/2015,11.4
11/14/2015,0.6
11/15/2015,6
11/16/2015,55.4
11/17/2015,6.2
11/18/2015,0
11/19/2015,0
11/20/2015,0
11/21/2015,0
11/22/2015,0
11/23/2015,0
11/24/2015,0
11/25/2015,0
11/26/2015,0
11/27/2015,0
11/28/2015,0
11/29/2015,0
11/30/2015,13
12/1/2015,34.6
12/2/2015,27.4
12/3/2015,32.6
12/4/2015,27.2
12/5/2015,33.8
12/6/2015,22.4
12/7/2015,37.2
12/8/2015,27
12/9/2015,4.8
12/10/2015,12.2
12/11/2015,3.4
12/12/2015,23.8
12/13/2015,0
12/14/2015,2.4
12/15/2015,3
12/16/2015,2.2
12/17/2015,21.8
12/18/2015,25.5
12/19/2015,31.8
12/20/2015,22.6
12/21/2015,9
12/22/2015,35.8
12/23/2015,9.4
12/24/2015,0
12/25/2015,0
12/26/2015,26.2
12/27/2015,1.6
12/28/2015,0.2
12/29/2015,0
12/30/2015,0
12/31/2015,0
