6/6/2014,0
6/7/2014,0
6/8/2014,0.2
6/9/2014,0
6/10/2014,0
6/11/2014,0
6/12/2014,0
6/13/2014,0
6/14/2014,3.6
6/15/2014,0
6/16/2014,0
6/17/2014,0
6/18/2014,1.6
6/19/2014,20.8
6/20/2014,3.2
6/21/2014,1.2
6/22/2014,0
6/23/2014,15.4
6/24/2014,1.2
6/25/2014,0
6/26/2014,5.8
6/27/2014,20.4
6/28/2014,20.4
6/29/2014,0.6
6/30/2014,0
7/1/2014,0
7/2/2014,1.8
7/3/2014,6.2
7/4/2014,9.4
7/5/2014,26.6
7/6/2014,13.6
7/7/2014,0
7/8/2014,0
7/9/2014,0
7/10/2014,0
7/11/2014,0
7/12/2014,0
7/13/2014,0
7/14/2014,0
7/15/2014,0
7/16/2014,0
7/17/2014,0
7/18/2014,37
7/19/2014,1.8
7/20/2014,0
7/21/2014,0
7/22/2014,8
7/23/2014,18.2
7/24/2014,0.6
7/25/2014,0
7/26/2014,0
7/27/2014,0
7/28/2014,0
7/29/2014,0
7/30/2014,0
7/31/2014,0
8/1/2014,0
8/2/2014,0
8/3/2014,0
8/4/2014,0
8/5/2014,0
8/6/2014,0
8/7/2014,0
8/8/2014,0
8/9/2014,0
8/10/2014,0
8/11/2014,0
8/12/2014,0
8/13/2014,0
8/14/2014,0
8/15/2014,0
8/16/2014,0
8/17/2014,0
8/18/2014,0
8/19/2014,0
8/20/2014,0
8/21/2014,0
8/22/2014,0
8/23/2014,0
8/24/2014,0
8/25/2014,0
8/26/2014,0
8/27/2014,0
8/28/2014,0.4
8/29/2014,7.8
8/30/2014,3.6
8/31/2014,10.6
9/1/2014,3.2
9/2/2014,6.2
9/3/2014,0
9/4/2014,0
9/5/2014,0
9/6/2014,0
9/7/2014,0
9/8/2014,0
9/9/2014,0
9/10/2014,0
9/11/2014,0
9/12/2014,0
9/13/2014,0
9/14/2014,0
9/15/2014,0
9/16/2014,0
9/17/2014,0
9/18/2014,26.4
9/19/2014,0.4
9/20/2014,0
9/21/2014,2
9/22/2014,12.4
9/23/2014,29.4
9/24/2014,1.6
9/25/2014,0.6
9/26/2014,8.2
9/27/2014,0
9/28/2014,12.4
9/29/2014,5.6
9/30/2014,0
10/1/2014,0
10/2/2014,0
10/3/2014,57.8
10/4/2014,6
10/5/2014,9.2
10/6/2014,0.4
10/7/2014,0
10/8/2014,1.4
10/9/2014,1.8
10/10/2014,17.8
10/11/2014,15.4
10/12/2014,33
10/13/2014,31.4
10/14/2014,28.4
10/15/2014,6.4
10/16/2014,17.2
10/17/2014,27
10/18/2014,16.8
10/19/2014,46.2
10/20/2014,10.8
10/21/2014,40.2
10/22/2014,21.4
10/23/2014,9.4
10/24/2014,1.6
10/25/2014,21.8
10/26/2014,2.4
10/27/2014,33.6
10/28/2014,24.4
10/29/2014,7
10/30/2014,9
10/31/2014,15
11/1/2014,6.4
11/2/2014,37.6
11/3/2014,35.2
11/4/2014,9
11/5/2014,4.4
11/6/2014,20.2
11/7/2014,1.4
11/8/2014,34
11/9/2014,0
11/10/2014,0
11/11/2014,0
11/12/2014,0
11/13/2014,0
11/14/2014,0
11/15/2014,0
11/16/2014,0
11/17/2014,0
11/18/2014,0
11/19/2014,3.4
11/20/2014,29.4
11/21/2014,32.8
11/22/2014,25.6
11/23/2014,15.2
11/24/2014,60.6
11/25/2014,15
11/26/2014,43
11/27/2014,15
11/28/2014,0
11/29/2014,0
11/30/2014,0
12/1/2014,0
12/2/2014,0
12/3/2014,0
12/4/2014,1.2
12/5/2014,45.4
12/6/2014,0.8
12/7/2014,15.2
12/8/2014,48.6
12/9/2014,34.2
12/10/2014,4.4
12/11/2014,17.8
12/12/2014,1.4
12/13/2014,1
12/14/2014,0
12/15/2014,9
12/16/2014,20.2
12/17/2014,0.8
12/18/2014,24.6
12/19/2014,0
12/20/2014,0
12/21/2014,8.8
12/22/2014,11.6
12/23/2014,10
12/24/2014,2.2
12/25/2014,0.6
12/26/2014,10.2
12/27/2014,5.4
12/28/2014,0
12/29/2014,0
12/30/2014,0
12/31/2014,0
